"game_name";"game_description";"game_year";"game_cloneof";"game_romof";"video_screen";"video_orientation";"video_x";"video_y";"video_freq";"input_players";"input_control";"input_buttons";"driver_status";"driver_color";"driver_sound"
"opengolf";"Konami's Open Golf Championship (ver EAE)";1994;;"konamigx";"raster";"horizontal";384;224;59.185606;4;"joy8way";3;"preliminary";"good";"good"
"sfz3j";"Street Fighter Zero 3 (Japan 980904)";1998;"sfa3";"sfa3";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sfiii3";"Street Fighter III 3rd Strike: Fight for the Future (USA, 990608)";1999;;;"raster";"horizontal";384;224;59.583393;2;"joy8way";6;"imperfect";"good";"good"
"sfz3jr2";"Street Fighter Zero 3 (Japan 980629)";1998;"sfa3";"sfa3";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sfz2br1";"Street Fighter Zero 2 (Brazil 960304)";1996;"sfa2";"sfa2";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sfiiin";"Street Fighter III: New Generation (Asia, 970204, NO CD)";1997;"sfiii";"sfiii";"raster";"horizontal";384;224;59.583393;2;"joy8way";6;"imperfect";"good";"good"
"ssf2a";"Super Street Fighter II: The New Challengers (Asia 931005)";1993;"ssf2";"ssf2";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"ssf2tbj";"Super Street Fighter II: The Tournament Battle (Japan 930911)";1993;"ssf2";"ssf2";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"macross2";"Super Spacefortress Macross II / Chou-Jikuu Yousai Macross II";1993;;;"raster";"horizontal";384;224;56;2;"joy8way";2;"good";"good";"good"
"cactus";"Cactus (bootleg of Saboten Bombers)";1992;"sabotenb";"sabotenb";"raster";"horizontal";384;224;56;2;"joy8way";2;"good";"good";"good"
"sf2red";"Street Fighter II' - Champion Edition (Red Wave, bootleg)";1992;"sf2ce";"sf2ce";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"knightsu";"Knights of the Round (US 911127)";1991;"knights";"knights";"raster";"horizontal";384;224;59.61;3;"joy8way";2;"good";"good";"good"
"knights";"Knights of the Round (World 911127)";1991;;;"raster";"horizontal";384;224;59.61;3;"joy8way";2;"good";"good";"good"
"ssf2u";"Super Street Fighter II: The New Challengers (USA 930911)";1993;"ssf2";"ssf2";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"ssf2tbd";"Super Street Fighter II: The Tournament Battle (World 931119 Phoenix Edition) (bootleg)";1993;"ssf2";"ssf2";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"ssf2";"Super Street Fighter II: The New Challengers (World 930911)";1993;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"ssf2ta";"Super Street Fighter II Turbo (Asia 940223)";1994;"ssf2";"ssf2";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"ssf2jr2";"Super Street Fighter II: The New Challengers (Japan 930910)";1993;"ssf2";"ssf2";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sf2rb2";"Street Fighter II' - Champion Edition (Rainbow set 2, bootleg)";1992;"sf2ce";"sf2ce";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"ssf2jr1";"Super Street Fighter II: The New Challengers (Japan 930911)";1993;"ssf2";"ssf2";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"ssf2ud";"Super Street Fighter II: The New Challengers (USA 930911 Phoenix Edition) (bootleg)";1993;"ssf2";"ssf2";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sf2dkot2";"Street Fighter II' - Champion Edition (Double K.O. Turbo II, bootleg)";1992;"sf2ce";"sf2ce";"raster";"horizontal";384;224;59.61;2;"joy8way";6;"good";"good";"good"
"ssf2tbr1";"Super Street Fighter II: The Tournament Battle (World 930911)";1993;"ssf2";"ssf2";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"ssf2j";"Super Street Fighter II: The New Challengers (Japan 931005)";1993;"ssf2";"ssf2";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"blocken";"Blocken (Japan)";1994;;;"raster";"horizontal";384;224;60;2;"joy8way";3;"good";"good";"good"
"punisherj";"The Punisher (Japan 930422)";1993;"punisher";"punisher";"raster";"horizontal";384;224;59.61;2;"joy8way";2;"good";"good";"good"
"dstlka";"Darkstalkers: The Night Warriors (Asia 940705)";1994;"dstlk";"dstlk";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"megaman2";"Mega Man 2: The Power Fighters (USA 960708)";1996;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";3;"good";"good";"good"
"mpangj";"Mighty! Pang (Japan 001011)";2000;"mpang";"mpang";"raster";"horizontal";384;224;59.629403;2;"joy8way";1;"good";"good";"good"
"mpang";"Mighty! Pang (Euro 001010)";2000;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";1;"good";"good";"good"
"nwarrh";"Night Warriors: Darkstalkers' Revenge (Hispanic 950403)";1995;"nwarr";"nwarr";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mpangu";"Mighty! Pang (USA 001010)";2000;"mpang";"mpang";"raster";"horizontal";384;224;59.629403;2;"joy8way";1;"good";"good";"good"
"nwarrud";"Night Warriors: Darkstalkers' Revenge (USA 950406 Phoenix Edition) (bootleg)";1995;"nwarr";"nwarr";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mpangr1";"Mighty! Pang (Euro 000925)";2000;"mpang";"mpang";"raster";"horizontal";384;224;59.629403;2;"joy8way";1;"good";"good";"good"
"ffightua";"Final Fight (US 900112)";1989;"ffight";"ffight";"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"nwarrb";"Night Warriors: Darkstalkers' Revenge (Brazil 950403)";1995;"nwarr";"nwarr";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"nwarru";"Night Warriors: Darkstalkers' Revenge (USA 950406)";1995;"nwarr";"nwarr";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"knightsj";"Knights of the Round (Japan 911127)";1991;"knights";"knights";"raster";"horizontal";384;224;59.61;3;"joy8way";2;"good";"good";"good"
"nwarr";"Night Warriors: Darkstalkers' Revenge (Euro 950316)";1995;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"gundamex";"Mobile Suit Gundam EX Revue";1994;;;"raster";"horizontal";384;224;60;2;"joy8way";4;"good";"good";"good"
"ffightj";"Final Fight (Japan)";1989;"ffight";"ffight";"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"ffightj2";"Final Fight (Japan 900112)";1989;"ffight";"ffight";"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"ffightj1";"Final Fight (Japan 900305)";1989;"ffight";"ffight";"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"mooua";"Wild West C.O.W.-Boys of Moo Mesa (ver UA)";1992;"moo";"moo";"raster";"horizontal";384;224;60;4;"joy8way";2;"imperfect";"good";"good"
"sabotenb";"Saboten Bombers (set 1)";1992;;;"raster";"horizontal";384;224;56;2;"joy8way";2;"good";"good";"good"
"lostwrldo";"Lost Worlds (Japan Old Ver.)";1988;"forgottn";"forgottn";"raster";"horizontal";384;224;59.61;2;"joy8way";1;"good";"good";"good"
"slammastu";"Saturday Night Slam Masters (US 930713)";1993;"slammast";"slammast";"raster";"horizontal";384;224;59.61;4;"joy8way";3;"good";"good";"good"
"lostwrld";"Lost Worlds (Japan)";1988;"forgottn";"forgottn";"raster";"horizontal";384;224;59.61;2;"joy8way";1;"good";"good";"good"
"sabotenba";"Saboten Bombers (set 2)";1992;"sabotenb";"sabotenb";"raster";"horizontal";384;224;56;2;"joy8way";2;"good";"good";"good"
"wofa";"Sangokushi II (Asia 921005)";1992;"wof";"wof";"raster";"horizontal";384;224;59.61;3;"joy8way";2;"good";"good";"good"
"daimakair";"Dai Makai-Mura (Japan Resale Ver.)";1988;"ghouls";"ghouls";"raster";"horizontal";384;224;59.61;2;"joy8way";2;"good";"good";"good"
"slammast";"Saturday Night Slam Masters (World 930713)";1993;;;"raster";"horizontal";384;224;59.61;4;"joy8way";3;"good";"good";"good"
"wofhfh";"Sangokushi II: Huo Fenghuang (Chinese bootleg)";1999;"wof";"wof";"raster";"horizontal";384;224;59.61;3;"joy8way";3;"good";"good";"good"
"heberpop";"Hebereke no Popoon (Japan)";1994;;;"raster";"horizontal";384;224;60;2;"joy8way";2;"good";"good";"good"
"daimakai";"Dai Makai-Mura (Japan)";1988;"ghouls";"ghouls";"raster";"horizontal";384;224;59.61;2;"joy8way";2;"good";"good";"good"
"ddtodhr1";"Dungeons & Dragons: Tower of Doom (Hispanic 940125)";1993;"ddtod";"ddtod";"raster";"horizontal";384;224;59.629403;4;"joy8way";4;"good";"good";"good"
"vhuntj";"Vampire Hunter: Darkstalkers' Revenge (Japan 950316)";1995;"nwarr";"nwarr";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"sfar2";"Street Fighter Alpha: Warriors' Dreams (Euro 950627)";1995;"sfa";"sfa";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"vsav2";"Vampire Savior 2: The Lord of Vampire (Japan 970913)";1997;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mvscb";"Marvel Vs. Capcom: Clash of Super Heroes (Brazil 980123)";1998;"mvsc";"mvsc";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"twinfalc";"Twin Falcons";1989;;;"raster";"horizontal";384;224;60;2;"joy8way";2;"good";"good";"good"
"ddtodh";"Dungeons & Dragons: Tower of Doom (Hispanic 940412)";1993;"ddtod";"ddtod";"raster";"horizontal";384;224;59.629403;4;"joy8way";4;"good";"good";"good"
"qtono2";"Quiz Tonosama no Yabou 2 Zenkoku-ban (Japan 950123)";1995;;;"raster";"horizontal";384;224;59.61;2;;4;"good";"good";"good"
"hsf2j";"Hyper Street Fighter 2: The Anniversary Edition (Japan 031222)";2004;"hsf2";"hsf2";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mvsc";"Marvel Vs. Capcom: Clash of Super Heroes (Euro 980123)";1998;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"ddtodjr1";"Dungeons & Dragons: Tower of Doom (Japan 940125)";1993;"ddtod";"ddtod";"raster";"horizontal";384;224;59.629403;4;"joy8way";4;"good";"good";"good"
"ddtodjr2";"Dungeons & Dragons: Tower of Doom (Japan 940113)";1993;"ddtod";"ddtod";"raster";"horizontal";384;224;59.629403;4;"joy8way";4;"good";"good";"good"
"ddtod";"Dungeons & Dragons: Tower of Doom (Euro 940412)";1993;;;"raster";"horizontal";384;224;59.629403;4;"joy8way";4;"good";"good";"good"
"sfar3";"Street Fighter Alpha: Warriors' Dreams (Euro 950605)";1995;"sfa";"sfa";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"ddtoda";"Dungeons & Dragons: Tower of Doom (Asia 940113)";1993;"ddtod";"ddtod";"raster";"horizontal";384;224;59.629403;4;"joy8way";4;"good";"good";"good"
"qadj";"Quiz & Dragons (Japan 940921)";1994;"qad";"qad";"raster";"horizontal";384;224;59.61;2;;4;"good";"good";"good"
"pfghtj";"Pocket Fighter (Japan 970904)";1997;"sgemf";"sgemf";"raster";"horizontal";384;224;59.629403;2;"joy8way";3;"good";"good";"good"
"hsf2d";"Hyper Street Fighter II: The Anniversary Edition (Asia 040202 Phoenix Edition) (bootleg)";2004;"hsf2";"hsf2";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"hsf2";"Hyper Street Fighter 2: The Anniversary Edition (USA 040202)";2004;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"vsava";"Vampire Savior: The Lord of Vampire (Asia 970519)";1997;"vsav";"vsav";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mvscr1";"Marvel Vs. Capcom: Clash of Super Heroes (Euro 980112)";1998;"mvsc";"mvsc";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"ghouls";"Ghouls'n Ghosts (World)";1988;;;"raster";"horizontal";384;224;59.61;2;"joy8way";2;"good";"good";"good"
"ddealer";"Double Dealer";1991;;;"raster";"horizontal";384;224;60;2;"joy8way";2;"good";"good";"good"
"mswordr1";"Magic Sword - Heroic Fantasy (World 900623)";1990;"msword";"msword";"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"go2000";"Go 2000";2000;;;"raster";"horizontal";384;224;60;1;"joy2way";6;"good";"good";"good"
"cawingj";"U.S. Navy (Japan 901012)";1990;"cawing";"cawing";"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"mtlchamp1";"Martial Champion (ver EAA)";1993;"mtlchamp";"mtlchamp";"raster";"horizontal";384;224;59.185606;4;"joy8way";3;"imperfect";"good";"good"
"hsf2a";"Hyper Street Fighter 2: The Anniversary Edition (Asia 040202)";2004;"hsf2";"hsf2";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"runguna";"Run and Gun (ver EAA 1993 10.4)";1993;"rungun";"rungun";"raster";"horizontal";384;224;60;4;"joy8way";3;"imperfect";"imperfect";"imperfect"
"mvsch";"Marvel Vs. Capcom: Clash of Super Heroes (Hispanic 980123)";1998;"mvsc";"mvsc";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mvsca";"Marvel Vs. Capcom: Clash of Super Heroes (Asia 980123)";1998;"mvsc";"mvsc";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mtlchampa";"Martial Champion (ver AAA)";1993;"mtlchamp";"mtlchamp";"raster";"horizontal";384;224;59.185606;4;"joy8way";3;"imperfect";"good";"good"
"mvscu";"Marvel Vs. Capcom: Clash of Super Heroes (USA 980123)";1998;"mvsc";"mvsc";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mmatrixd";"Mars Matrix: Hyper Solid Shooting (Japan 000412 Phoenix Edition) (bootleg)";2000;"mmatrix";"mmatrix";"raster";"horizontal";384;224;59.629403;2;"joy8way";1;"good";"good";"good"
"mshud";"Marvel Super Heroes (US 951024 Phoenix Edition) (bootleg)";1995;"msh";"msh";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mshvsfa";"Marvel Super Heroes Vs. Street Fighter (Asia 970625)";1997;"mshvsf";"mshvsf";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"msh";"Marvel Super Heroes (Euro 951024)";1995;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"rungunu";"Run and Gun (ver UAB 1993 10.12)";1993;"rungun";"rungun";"raster";"horizontal";384;224;60;4;"joy8way";3;"preliminary";"imperfect";"imperfect"
"dokyusp";"Mahjong Doukyuusei Special";1995;;;"raster";"horizontal";384;224;60;1;;;"good";"good";"good"
"vsavu";"Vampire Savior: The Lord of Vampire (USA 970519)";1997;"vsav";"vsav";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"cybotsj";"Cyberbots: Fullmetal Madness (Japan 950420)";1995;"cybots";"cybots";"raster";"horizontal";384;224;59.629403;2;"joy8way";4;"good";"good";"good"
"pzloop2j";"Puzz Loop 2 (Japan 010205)";2001;"pzloop2";"pzloop2";"raster";"horizontal";384;224;59.629403;2;"joy8way";1;"good";"good";"good"
"vsavh";"Vampire Savior: The Lord of Vampire (Hispanic 970519)";1997;"vsav";"vsav";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mmatrixj";"Mars Matrix: Hyper Solid Shooting (Japan 000412)";2000;"mmatrix";"mmatrix";"raster";"horizontal";384;224;59.629403;2;"joy8way";1;"good";"good";"good"
"mmatrix";"Mars Matrix: Hyper Solid Shooting (USA 000412)";2000;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";1;"good";"good";"good"
"vsav";"Vampire Savior: The Lord of Vampire (Euro 970519)";1997;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"cybots";"Cyberbots: Fullmetal Madness (Euro 950424)";1995;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";4;"good";"good";"good"
"sfar1";"Street Fighter Alpha: Warriors' Dreams (Euro 950718)";1995;"sfa";"sfa";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mshh";"Marvel Super Heroes (Hispanic 951117)";1995;"msh";"msh";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"utoukond";"Ultra Toukon Densetsu (Japan)";1993;;;"raster";"horizontal";384;224;60;2;"joy8way";3;"good";"good";"good"
"unsquad";"U.N. Squadron (US)";1989;;;"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"cybotsu";"Cyberbots: Fullmetal Madness (USA 950424)";1995;"cybots";"cybots";"raster";"horizontal";384;224;59.629403;2;"joy8way";4;"good";"good";"good"
"mshjr1";"Marvel Super Heroes (Japan 951024)";1995;"msh";"msh";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mshvsfh";"Marvel Super Heroes Vs. Street Fighter (Hispanic 970625)";1997;"mshvsf";"mshvsf";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"vsavj";"Vampire Savior: The Lord of Vampire (Japan 970519)";1997;"vsav";"vsav";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mshj";"Marvel Super Heroes (Japan 951117)";1995;"msh";"msh";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mshvsfb1";"Marvel Super Heroes Vs. Street Fighter (Brazil 970625)";1997;"mshvsf";"mshvsf";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mshvsf";"Marvel Super Heroes Vs. Street Fighter (Euro 970625)";1997;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mshu";"Marvel Super Heroes (USA 951024)";1995;"msh";"msh";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"slmdunkj";"Slam Dunk (ver JAA 1993 10.8)";1993;"rungun";"rungun";"raster";"horizontal";384;224;60;4;"joy8way";3;"imperfect";"imperfect";"imperfect"
"slamdnk2";"Slam Dunk 2 (ver JAA)";1996;"rungun2";"rungun2";"raster";"horizontal";384;224;59.185606;4;"joy8way";3;"imperfect";"good";"good"
"turtshipj";"Turtle Ship (Japan)";1988;"turtship";"turtship";"raster";"horizontal";384;224;60;2;"joy8way";3;"good";"good";"good"
"mshvsfj";"Marvel Super Heroes Vs. Street Fighter (Japan 970707)";1997;"mshvsf";"mshvsf";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"punisherbz";"Biaofeng Zhanjing (Chinese bootleg of The Punisher)";1993;"punisher";"punisher";"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"rungunua";"Run and Gun (ver UBA 1993 10.8)";1993;"rungun";"rungun";"raster";"horizontal";384;224;60;4;"joy8way";3;"preliminary";"imperfect";"imperfect"
"mtlchampu";"Martial Champion (ver UAD)";1993;"mtlchamp";"mtlchamp";"raster";"horizontal";384;224;59.185606;4;"joy8way";3;"imperfect";"good";"good"
"mtlchampj";"Martial Champion (ver JAA)";1993;"mtlchamp";"mtlchamp";"raster";"horizontal";384;224;59.185606;4;"joy8way";3;"imperfect";"good";"good"
"rockman2j";"Rockman 2: The Power Fighters (Japan 960708)";1996;"megaman2";"megaman2";"raster";"horizontal";384;224;59.629403;2;"joy8way";3;"good";"good";"good"
"mshvsfb";"Marvel Super Heroes Vs. Street Fighter (Brazil 970827)";1997;"mshvsf";"mshvsf";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mshvsfa1";"Marvel Super Heroes Vs. Street Fighter (Asia 970620)";1997;"mshvsf";"mshvsf";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mshvsfu1";"Marvel Super Heroes Vs. Street Fighter (USA 970625)";1997;"mshvsf";"mshvsf";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"batcir";"Battle Circuit (Euro 970319)";1997;;;"raster";"horizontal";384;224;59.629403;4;"joy8way";2;"good";"good";"good"
"sidearmsj";"Side Arms - Hyper Dyne (Japan)";1986;"sidearms";"sidearms";"raster";"horizontal";384;224;60;2;"joy8way";3;"imperfect";"good";"good"
"sfa";"Street Fighter Alpha: Warriors' Dreams (Euro 950727)";1995;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"turtshipk";"Turtle Ship (Korea)";1988;"turtship";"turtship";"raster";"horizontal";384;224;60;2;"joy8way";3;"good";"good";"good"
"sidearms";"Side Arms - Hyper Dyne (World)";1986;;;"raster";"horizontal";384;224;60;2;"joy8way";3;"imperfect";"good";"good"
"vhunt2r1";"Vampire Hunter 2: Darkstalkers Revenge (Japan 970913)";1997;"vhunt2";"vhunt2";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"turtship";"Turtle Ship (North America)";1988;;;"raster";"horizontal";384;224;60;2;"joy8way";3;"good";"good";"good"
"crazyfgt";"Crazy Fight";1996;;;"raster";"horizontal";384;224;60;1;;;"preliminary";"good";"imperfect"
"rushhero";"Rushing Heroes (ver UAB)";1996;;"konamigx";"raster";"horizontal";384;224;59.185606;4;"joy8way";3;"imperfect";"good";"good"
"sfad";"Street Fighter Alpha: Warriors' Dreams (Euro 950727 Phoenix Edition) (bootleg)";1995;"sfa";"sfa";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mshvsfj2";"Marvel Super Heroes Vs. Street Fighter (Japan 970625)";1997;"mshvsf";"mshvsf";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"msha";"Marvel Super Heroes (Asia 951024)";1995;"msh";"msh";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mvscar1";"Marvel Vs. Capcom: Clash of Super Heroes (Asia 980112)";1998;"mvsc";"mvsc";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"rungun2";"Run and Gun 2 (ver UAA)";1996;;"konamigx";"raster";"horizontal";384;224;59.185606;4;"joy8way";3;"imperfect";"good";"good"
"mshb";"Marvel Super Heroes (Brazil 951117)";1995;"msh";"msh";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"gigawing";"Giga Wing (USA 990222)";1999;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";2;"good";"good";"good"
"xmvsfu1d";"X-Men Vs. Street Fighter (USA 961004 Phoenix Edition) (bootleg)";1996;"xmvsf";"xmvsf";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"uecology";"Ultimate Ecology (Japan 931203)";1993;"ecofghtr";"ecofghtr";"raster";"horizontal";384;224;59.629403;2;"joy8way";3;"good";"good";"good"
"xmvsfur1";"X-Men Vs. Street Fighter (USA 961004)";1996;"xmvsf";"xmvsf";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"rungun";"Run and Gun (ver EAA 1993 10.8)";1993;;;"raster";"horizontal";384;224;60;4;"joy8way";3;"imperfect";"imperfect";"imperfect"
"mshvsfu";"Marvel Super Heroes Vs. Street Fighter (USA 970827)";1997;"mshvsf";"mshvsf";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mswordj";"Magic Sword (Japan 900623)";1990;"msword";"msword";"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"msword";"Magic Sword - Heroic Fantasy (World 900725)";1990;;;"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"xmvsfu";"X-Men Vs. Street Fighter (USA 961023)";1996;"xmvsf";"xmvsf";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"xmcotaa";"X-Men: Children of the Atom (Asia 941217)";1994;"xmcota";"xmcota";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mtlchamp";"Martial Champion (ver EAB)";1993;;;"raster";"horizontal";384;224;59.185606;4;"joy8way";3;"imperfect";"good";"good"
"qad";"Quiz & Dragons (US 920701)";1992;;;"raster";"horizontal";384;224;59.61;2;;4;"good";"good";"good"
"pnickj";"Pnickies (Japan 940608)";1994;;;"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
"xmcotajr";"X-Men: Children of the Atom (Japan 941208 rent version)";1994;"xmcota";"xmcota";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"xmvsfjr1";"X-Men Vs. Street Fighter (Japan 960910)";1996;"xmvsf";"xmvsf";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"xmcotaj3";"X-Men: Children of the Atom (Japan 941217)";1994;"xmcota";"xmcota";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"ghoulsu";"Ghouls'n Ghosts (US)";1988;"ghouls";"ghouls";"raster";"horizontal";384;224;59.61;2;"joy8way";2;"good";"good";"good"
"xmvsfj";"X-Men Vs. Street Fighter (Japan 961004)";1996;"xmvsf";"xmvsf";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"vhunt2";"Vampire Hunter 2: Darkstalkers Revenge (Japan 970929)";1997;;;"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"vhuntjr2";"Vampire Hunter: Darkstalkers' Revenge (Japan 950302)";1995;"nwarr";"nwarr";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"mmancp2u";"Mega Man - The Power Battle (CPS2, USA 951006, SAMPLE Version)";1995;"megaman";"megaman";"raster";"horizontal";384;224;59.629403;2;"joy8way";3;"good";"good";"good"
"gigawingj";"Giga Wing (Japan 990223)";1999;"gigawing";"gigawing";"raster";"horizontal";384;224;59.629403;2;"joy8way";2;"good";"good";"good"
"megaman2a";"Mega Man 2: The Power Fighters (Asia 960708)";1996;"megaman2";"megaman2";"raster";"horizontal";384;224;59.629403;2;"joy8way";3;"good";"good";"good"
"rmancp2j";"Rockman: The Power Battle (CPS2, Japan 950922)";1995;"megaman";"megaman";"raster";"horizontal";384;224;59.629403;2;"joy8way";3;"good";"good";"good"
"gigawinga";"Giga Wing (Asia 990222)";1999;"gigawing";"gigawing";"raster";"horizontal";384;224;59.629403;2;"joy8way";2;"good";"good";"good"
"sidearmsr";"Side Arms - Hyper Dyne (US)";1986;"sidearms";"sidearms";"raster";"horizontal";384;224;60;2;"joy8way";3;"imperfect";"good";"good"
"sfa3ud";"Street Fighter Alpha 3 (USA 980904 Phoenix Edition) (bootleg)";1998;"sfa3";"sfa3";"raster";"horizontal";384;224;59.629403;2;"joy8way";6;"good";"good";"good"
"megaman";"Mega Man - The Power Battle (CPS1 Asia 951006)";1995;;;"raster";"horizontal";384;224;59.61;2;"joy8way";3;"good";"good";"good"
