"game_name";"game_description";"game_year";"game_cloneof";"game_romof";"video_screen";"video_orientation";"video_x";"video_y";"video_freq";"input_players";"input_control";"input_buttons";"driver_status";"driver_color";"driver_sound"
"fantsy95";"Fantasy '95";1995;;;"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"zaxxon2";"Zaxxon (set 2)";1982;"zaxxon";"zaxxon";"raster";"vertical";224;256;59.999408;2;"joy8way";1;"imperfect";"good";"imperfect"
"sqixu";"Super Qix (US)";1987;"sqix";"sqix";"raster";"vertical";224;256;60;2;"joy4way";1;"good";"good";"good"
"triplep";"Triple Punch";1982;;;"raster";"vertical";224;256;60.606061;2;"joy4way";1;"good";"good";"good"
"zipzap";"Zip & Zap";1995;;;"raster";"vertical";224;256;60;2;"joy8way";3;"imperfect";"good";"imperfect"
"fantasyj";"Fantasy (Japan)";1981;"fantasy";"fantasy";"raster";"vertical";224;256;61;2;"joy8way";;"imperfect";"good";"imperfect"
"paradlx";"Paradise Deluxe";;;;"raster";"vertical";224;256;54;2;"joy8way";1;"imperfect";"good";"good"
"enigma2a";"Enigma II (Space Invaders hardware)";1984;"enigma2";"enigma2";"raster";"vertical";224;256;52.787162;2;"joy2way";1;"good";"good";"good"
"nibblera";"Nibbler (set 2)";1982;"nibbler";"nibbler";"raster";"vertical";224;256;61;2;"joy8way";;"good";"good";"good"
"perestrof";"Perestroika Girls (Fuuki license)";1993;"perestro";"perestro";"raster";"vertical";224;256;60;2;"joy4way";1;"good";"good";"good"
"pturn";"Parallel Turn";1984;;;"raster";"vertical";224;256;60;2;"joy8way";3;"imperfect";"imperfect";"good"
"pignewt";"Pig Newton (version C)";1983;;;"raster";"vertical";224;256;59.998138;2;"joy4way";1;"imperfect";"good";"imperfect"
"ppking";"Ping-Pong King";1985;;;"raster";"vertical";224;256;60;0;;;"preliminary";"good";"good"
"pballoon";"Pioneer Balloon";1982;;;"raster";"vertical";224;256;61;2;"joy8way";1;"good";"good";"good"
"pignewta";"Pig Newton (version A)";1983;"pignewt";"pignewt";"raster";"vertical";224;256;59.998138;1;"joy4way";1;"imperfect";"good";"imperfect"
"battlnts";"Battlantis";1987;;;"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"hotsmash";"Vs. Hot Smash";1987;;;"raster";"vertical";224;256;60;2;"dial";;"good";"good";"good"
"bandido";"Bandido";1980;"sheriff";"sheriff";"raster";"vertical";224;256;60;1;"doublejoy8way";1;"good";"good";"good"
"1943j";"1943: Midway Kaisen (Japan)";1987;1943;1943;"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"fastfred";"Fast Freddie";1982;"flyboy";"flyboy";"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"suprmous";"Super Mouse";1982;"funnymou";"funnymou";"raster";"vertical";224;256;60.606061;2;"joy8way";1;"good";"good";"good"
"8ballact";"Eight Ball Action (DK conversion)";1984;;;"raster";"vertical";224;256;60.606061;2;"joy8way";1;"good";"good";"good"
"para2dx";"Paradise 2 Deluxe";;;;"raster";"vertical";224;256;54;2;"joy8way";1;"imperfect";"good";"good"
"pbaction3";"Pinball Action (set 3, encrypted)";1985;"pbaction";"pbaction";"raster";"vertical";224;256;60;2;;4;"good";"good";"good"
"trvchlng";"Trivia Challenge";1985;;;"raster";"vertical";224;256;60.606061;1;;4;"preliminary";"good";"good"
"pbaction4";"Pinball Action (set 4, encrypted)";1985;"pbaction";"pbaction";"raster";"vertical";224;256;60;2;;4;"good";"good";"good"
"paddle2";"Paddle 2 (bootleg on Block hardware)";1988;"arkanoid";"arkanoid";"raster";"vertical";224;256;60;2;"dial";1;"good";"good";"good"
"pbaction2";"Pinball Action (set 2)";1985;"pbaction";"pbaction";"raster";"vertical";224;256;60;2;;4;"good";"good";"good"
"paddlema";"Paddle Mania";1988;;;"raster";"vertical";224;256;60;4;"joy8way";2;"good";"good";"good"
"pbaction5";"Pinball Action (set 5, encrypted)";1985;"pbaction";"pbaction";"raster";"vertical";224;256;60;2;;4;"good";"good";"good"
"pinbos";"Pinbo (Strike)";1985;"pinbo";"pinbo";"raster";"vertical";224;256;57;2;"joy8way";2;"good";"good";"good"
"sqixb1";"Super Qix (bootleg set 1)";1987;"sqix";"sqix";"raster";"vertical";224;256;60;2;"joy4way";1;"good";"good";"good"
"sstingry";"Super Stingray";1986;;;"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"pinboa";"Pinbo (set 2)";1984;"pinbo";"pinbo";"raster";"vertical";224;256;57;2;"joy8way";2;"good";"good";"good"
"galsnewk";"Gals Panic (Korea, EXPRO-02 PCB)";1990;"galsnew";"galsnew";"raster";"vertical";224;256;60;2;"joy4way";2;"good";"good";"good"
"mars";"Mars";1981;;;"raster";"vertical";224;256;60.606061;2;"doublejoy8way";;"good";"good";"good"
"galpanic";"Gals Panic (Unprotected)";1990;;;"raster";"vertical";224;256;60;2;"joy4way";1;"good";"good";"good"
"horekid";"Kid no Hore Hore Daisakusen";1987;;;"raster";"vertical";224;256;60;2;"joy8way";3;"good";"good";"good"
"marinedt";"Marine Date";1981;;;"raster";"vertical";224;256;60;2;"trackball";1;"preliminary";"good";"preliminary"
"mariner";"Mariner";1981;;;"raster";"vertical";224;256;60.606061;2;"joy8way";2;"imperfect";"good";"imperfect"
"gundealrt";"Gun Dealer (Korea)";1990;"gundealr";"gundealr";"raster";"vertical";224;256;60;2;"joy4way";2;"good";"good";"good"
"gunsmokeu";"Gun.Smoke (US set 1)";1985;"gunsmoke";"gunsmoke";"raster";"vertical";224;256;60;2;"joy8way";3;"good";"good";"good"
"gyruss";"Gyruss (Konami)";1983;;;"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"jumpcoas";"Jump Coaster";1983;;;"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"galpanica";"Gals Panic (MCU Protected)";1990;"galpanic";"galpanic";"raster";"vertical";224;256;60;2;"joy4way";1;"good";"good";"good"
"gunsmokeua";"Gun.Smoke (US set 2)";1986;"gunsmoke";"gunsmoke";"raster";"vertical";224;256;60;2;"joy8way";3;"good";"good";"good"
"imagoa";"Imago (no cocktail set)";1983;"imago";"imago";"raster";"vertical";224;256;60;1;"joy8way";1;"good";"good";"good"
"herodku";"Hero in the Castle of Doom (DK conversion not encrypted)";1984;"hero";"hero";"raster";"vertical";224;256;60.606061;2;"joy8way";2;"good";"good";"good"
"hexpoola";"Hex Pool (Senko)";1985;"racknrol";"racknrol";"raster";"vertical";224;256;60.606061;1;"joy8way";1;"good";"good";"good"
"hoccer2";"Hoccer (set 2)";1983;"hoccer";"hoccer";"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"herodk";"Hero in the Castle of Doom (DK conversion)";1984;"hero";"hero";"raster";"vertical";224;256;60.606061;2;"joy8way";2;"good";"good";"good"
"helifire";"HeliFire (set 1)";1980;;;"raster";"vertical";224;256;60;2;"joy8way";1;"preliminary";"good";"good"
"gunsmoke";"Gun.Smoke (World)";1985;;;"raster";"vertical";224;256;60;2;"joy8way";3;"good";"good";"good"
"galsnew";"Gals Panic (US, EXPRO-02 PCB)";1990;;;"raster";"vertical";224;256;60;2;"joy4way";2;"good";"good";"good"
"kamikaze";"Kamikaze";1979;;;"raster";"vertical";224;256;60;2;"joy2way";1;"imperfect";"good";"imperfect"
"herbiedk";"Herbie at the Olympics (DK conversion)";1984;"huncholy";"huncholy";"raster";"vertical";224;256;60.606061;2;"joy8way";1;"good";"good";"good"
"heiankyo";"Heiankyo Alien";1979;;;"raster";"vertical";224;256;60;2;"joy4way";2;"preliminary";"good";"preliminary"
"jumpcoast";"Jump Coaster (Taito)";1983;"jumpcoas";"jumpcoas";"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"jrking";"Junior King (bootleg of Donkey Kong Jr.)";1982;"dkongjr";"dkongjr";"raster";"vertical";224;256;60.606061;2;"joy4way";1;"good";"good";"good"
"invho2";"Invinco / Head On 2";1979;;;"raster";"vertical";224;256;60;1;"joy4way";2;"imperfect";"good";"imperfect"
"junofrstg";"Juno First (Gottlieb)";1983;"junofrst";"junofrst";"raster";"vertical";224;256;30;2;"joy8way";3;"good";"good";"good"
"junofrst";"Juno First";1983;;;"raster";"vertical";224;256;30;2;"joy8way";3;"good";"good";"good"
"jackrabt";"Jack Rabbit (set 1)";1984;;;"raster";"vertical";224;256;60;2;"joy8way";1;"imperfect";"good";"imperfect"
"harem";"Harem";1983;;;"raster";"vertical";224;256;60.606061;1;;;"preliminary";"good";"preliminary"
"kagekij";"Kageki (Japan)";1988;"kageki";"kageki";"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"gutangtn";"Guttang Gottong";1982;"locomotn";"locomotn";"raster";"vertical";224;256;60;2;"joy4way";1;"good";"good";"good"
"hncholms";"Hunchback Olympic (Scramble hardware)";1984;"huncholy";"huncholy";"raster";"vertical";224;256;60.606061;2;"joy8way";2;"good";"good";"good"
"intrepid2";"Intrepid (set 2)";1983;"intrepid";"intrepid";"raster";"vertical";224;256;60.606061;2;"joy8way";1;"good";"good";"good"
"greenber";"Green Beret (Irem)";1980;;;"raster";"vertical";224;256;60.176065;2;"joy2way";1;"preliminary";"imperfect";"preliminary"
"gyrussce";"Gyruss (Centuri)";1983;"gyruss";"gyruss";"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"gundealr";"Gun Dealer";1990;;;"raster";"vertical";224;256;60;2;"joy4way";2;"good";"good";"good"
"invds";"Invinco / Deep Scan";1979;;;"raster";"vertical";224;256;60;1;"joy2way";3;"imperfect";"good";"imperfect"
"invinco";"Invinco";1979;;;"raster";"vertical";224;256;60;1;"joy2way";1;"imperfect";"good";"imperfect"
"gunsmokej";"Gun.Smoke (Japan)";1985;"gunsmoke";"gunsmoke";"raster";"vertical";224;256;60;2;"joy8way";3;"good";"good";"good"
"gundealra";"Gun Dealer (Alt Card Set)";;"gundealr";"gundealr";"raster";"vertical";224;256;60;2;"joy4way";2;"good";"good";"good"
"hotshock";"Hot Shocker";1982;;;"raster";"vertical";224;256;60.606061;1;"joy8way";1;"good";"good";"good"
"hunchbks";"Hunchback (Scramble hardware)";1983;"hunchbak";"hunchbak";"raster";"vertical";224;256;60.606061;2;"joy8way";2;"good";"good";"good"
"jack3";"Jack the Giantkiller (set 3)";1982;"jack";"jack";"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"jack";"Jack the Giantkiller (set 1)";1982;;;"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"jack2";"Jack the Giantkiller (set 2)";1982;"jack";"jack";"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"zaxxonb";"Jackson";1982;"zaxxon";"zaxxon";"raster";"vertical";224;256;59.999408;2;"joy8way";1;"imperfect";"good";"imperfect"
"sinvasnb";"Space Invasion (bootleg)";1985;"commando";"commando";"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"spacelnc";"Space Launcher";1979;;;"raster";"vertical";224;256;60;2;"joy2way";1;"preliminary";"good";"good"
"spcking2";"Space King 2";1979;;;"raster";"vertical";224;256;60;2;"joy2way";1;"imperfect";"good";"imperfect"
"pitnruna";"Pit & Run (set 2)";1984;"pitnrun";"pitnrun";"raster";"vertical";224;256;60;1;"joy8way";2;"imperfect";"good";"imperfect"
"stagger1";"Stagger I (Japan)";1998;;;"raster";"vertical";224;256;56;2;"joy8way";2;"good";"good";"good"
"spaceod2";"Space Odyssey (version 1)";1981;"spaceod";"spaceod";"raster";"vertical";224;256;59.998138;2;"joy8way";2;"imperfect";"good";"imperfect"
"dkong3";"Donkey Kong 3 (US)";1983;;;"raster";"vertical";224;256;60.606061;2;"joy4way";1;"good";"good";"good"
"spcfrcii";"Special Forces II";1985;;;"raster";"vertical";224;256;60.606061;2;"joy8way";2;"preliminary";"good";"preliminary"
"pooyan";"Pooyan";1982;;;"raster";"vertical";224;256;60;2;"vjoy2way";1;"good";"good";"good"
"sinvasn";"Space Invasion (Europe)";1985;"commando";"commando";"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"pooyans";"Pooyan (Stern)";1982;"pooyan";"pooyan";"raster";"vertical";224;256;60;2;"vjoy2way";1;"good";"good";"good"
"springer";"Springer";1982;;;"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"drivfrcg";"Driving Force (Galaxian conversion)";1984;"drivfrcp";"drivfrcp";"raster";"vertical";224;256;60.606061;1;"joy2way";2;"good";"good";"good"
"citybombj";"City Bomber (Japan)";1987;"citybomb";"citybomb";"raster";"vertical";224;256;60.606061;2;"joy8way";3;"good";"good";"good"
"dkongf";"Donkey Kong Foundry (hack)";2004;"dkong";"dkong";"raster";"vertical";224;256;60.606061;2;"joy4way";1;"good";"good";"good"
"drivfrcp";"Driving Force (Pac-Man conversion)";1984;;;"raster";"vertical";224;256;60.606061;1;"joy2way";2;"good";"good";"good"
"circusc3";"Circus Charlie (no level select)";1984;"circusc";"circusc";"raster";"vertical";224;256;60;2;"joy2way";1;"good";"good";"good"
"drtoppel";"Dr. Toppel's Adventure (World)";1987;;;"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"pulsar";"Pulsar";1981;;;"raster";"vertical";224;256;60;1;"joy4way";1;"imperfect";"good";"imperfect"
"plusalph";"Plus Alpha";1989;;;"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"dkong3j";"Donkey Kong 3 (Japan)";1983;"dkong3";"dkong3";"raster";"vertical";224;256;60.606061;2;"joy4way";1;"good";"good";"good"
"drtoppelu";"Dr. Toppel's Adventure (US)";1987;"drtoppel";"drtoppel";"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"pootan";"Pootan";1982;"pooyan";"pooyan";"raster";"vertical";224;256;60;2;"vjoy2way";1;"good";"good";"good"
"dkong3b";"Donkey Kong 3 (bootleg on Donkey Kong Jr. hardware)";1984;"dkong3";"dkong3";"raster";"vertical";224;256;60.606061;2;"joy4way";1;"good";"good";"good"
"kagekih";"Kageki (hack)";1992;"kageki";"kageki";"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"kchamp";"Karate Champ (US)";1984;;;"raster";"vertical";224;256;60;2;"doublejoy4way";;"good";"good";"good"
"kageki";"Kageki (US)";1988;;;"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"kchampvs";"Karate Champ (US, VS version set 1)";1984;"kchamp";"kchamp";"raster";"vertical";224;256;59.1;2;"doublejoy4way";;"good";"good";"good"
"imago";"Imago (cocktail set)";1984;;;"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"kikikai";"KiKi KaiKai";1986;;;"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"hopprobo";"Hopper Robo";1983;;;"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"hexpool";"Hex Pool (Shinkai)";1986;"racknrol";"racknrol";"raster";"vertical";224;256;60.606061;1;"joy8way";1;"good";"good";"good"
"homo";"Homo";1987;"goindol";"goindol";"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"headoni";"Head On (Irem, M-15 Hardware)";1979;;;"raster";"vertical";224;256;60.176065;2;"joy8way";1;"preliminary";"imperfect";"preliminary"
"helifirea";"HeliFire (set 2)";1980;"helifire";"helifire";"raster";"vertical";224;256;60;2;"joy8way";1;"preliminary";"good";"good"
"grchamp";"Grand Champion";1981;;;"raster";"vertical";224;256;60.606061;1;"vjoy2way";;"imperfect";"good";"imperfect"
"chanbara";"Chanbara";1985;;;"raster";"vertical";224;256;57.4122;1;"doublejoy8way";2;"good";"good";"good"
"pitnrun";"Pit & Run (set 1)";1984;;;"raster";"vertical";224;256;60;1;"joy8way";2;"imperfect";"good";"imperfect"
"speedbal";"Speed Ball";1987;;;"raster";"vertical";224;256;60;2;;4;"good";"good";"good"
"dkongo";"Donkey Kong (US set 2)";1981;"dkong";"dkong";"raster";"vertical";224;256;60.606061;2;"joy4way";1;"good";"good";"good"
"citybomb";"City Bomber (World)";1987;;;"raster";"vertical";224;256;60.606061;2;"joy8way";3;"good";"good";"good"
"spclforc";"Special Forces";1985;;;"raster";"vertical";224;256;60.606061;2;"joy8way";2;"preliminary";"good";"preliminary"
"locomotn";"Loco-Motion";1982;;;"raster";"vertical";224;256;60;2;"joy4way";1;"good";"good";"good"
"kicker";"Kicker";1985;;;"raster";"vertical";224;256;60;2;"joy4way";2;"good";"good";"good"
"spacetrk";"Space Trek (upright)";1980;;;"raster";"vertical";224;256;60;1;"joy8way";2;"preliminary";"good";"preliminary"
"spacetrkc";"Space Trek (cocktail)";1980;"spacetrk";"spacetrk";"raster";"vertical";224;256;60;2;"joy8way";2;"preliminary";"good";"preliminary"
"sstrangr2";"Space Stranger 2";1979;"sstrangr";"sstrangr";"raster";"vertical";224;256;60;2;"joy2way";1;"preliminary";"good";"preliminary"
"ixion";"Ixion (prototype)";1983;;;"raster";"vertical";224;256;59.999408;1;"joy8way";1;"imperfect";"good";"imperfect"
"goindolk";"Goindol (Korea)";1987;"goindol";"goindol";"raster";"vertical";224;256;60;2;"joy8way";2;"preliminary";"good";"good"
"goindolu";"Goindol (US)";1987;"goindol";"goindol";"raster";"vertical";224;256;60;2;"joy8way";2;"preliminary";"good";"good"
"ladybugg";"Lady Bug (bootleg on Galaxian hardware)";1983;"ladybug";"ladybug";"raster";"vertical";224;256;60.606061;2;"joy4way";;"good";"good";"good"
"lsasquad";"Land Sea Air Squad / Riku Kai Kuu Saizensen";1986;;;"raster";"vertical";224;256;60;2;"joy8way";2;"imperfect";"good";"good"
"lasso";"Lasso";1982;;;"raster";"vertical";224;256;57;2;"joy4way";2;"good";"good";"good"
"goindol";"Goindol (World)";1987;;;"raster";"vertical";224;256;60;2;"joy8way";2;"preliminary";"good";"good"
"galsnewa";"Gals Panic (Export, EXPRO-02 PCB)";1990;"galsnew";"galsnew";"raster";"vertical";224;256;60;2;"joy4way";2;"good";"good";"good"
"galivan";"Galivan - Cosmo Police (12/16/1985)";1985;;;"raster";"vertical";224;256;60;2;"joy8way";3;"good";"good";"good"
"galivan2";"Galivan - Cosmo Police (12/11/1985)";1985;"galivan";"galivan";"raster";"vertical";224;256;60;2;"joy8way";3;"good";"good";"good"
"exctsccrj2";"Exciting Soccer (Japan set 2)";1983;"exctsccr";"exctsccr";"raster";"vertical";224;256;60.54;2;"joy8way";2;"good";"good";"good"
"knockout";"Knock Out!!";1982;"triplep";"triplep";"raster";"vertical";224;256;60.606061;2;"joy4way";1;"good";"good";"good"
"exctsccrb";"Exciting Soccer (bootleg)";1983;"exctsccr";"exctsccr";"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"kyrosj";"Kyros No Yakata (Japan)";1986;"kyros";"kyros";"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"exctsccra";"Exciting Soccer (alternate music)";1983;"exctsccr";"exctsccr";"raster";"vertical";224;256;60.54;2;"joy8way";2;"good";"good";"good"
"kyros";"Kyros";1987;;;"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"extrmatnu";"Extermination (US)";1987;"extrmatn";"extrmatn";"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"extrmatnj";"Extermination (Japan)";1987;"extrmatn";"extrmatn";"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"knightb";"Knight Boy";1986;"kikikai";"kikikai";"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"bagnarda";"Le Bagnard (set 2)";1982;"bagman";"bagman";"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"bagnard";"Le Bagnard (set 1)";1982;"bagman";"bagman";"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"kosmokil";"Kosmo Killer";;"kamikaze";"kamikaze";"raster";"vertical";224;256;60;2;"joy2way";1;"imperfect";"good";"imperfect"
"hwrace";"High Way Race";1983;;;"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"hoccer";"Hoccer (set 1)";1983;;;"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"hunchbkg";"Hunchback (Galaxian hardware)";1983;"hunchbak";"hunchbak";"raster";"vertical";224;256;60.606061;2;"joy4way";2;"good";"good";"good"
"jackrabt2";"Jack Rabbit (set 2)";1984;"jackrabt";"jackrabt";"raster";"vertical";224;256;60;2;"joy8way";1;"imperfect";"good";"imperfect"
"jackrabts";"Jack Rabbit (special)";1984;"jackrabt";"jackrabt";"raster";"vertical";224;256;60;2;"joy8way";1;"imperfect";"good";"imperfect"
"guzzler";"Guzzler";1983;;;"raster";"vertical";224;256;60.57;2;"joy4way";1;"good";"good";"good"
"kchampvs2";"Karate Champ (US, VS version set 2)";1984;"kchamp";"kchamp";"raster";"vertical";224;256;59.1;2;"doublejoy4way";;"good";"good";"good"
"gomoku";"Gomoku Narabe Renju";1981;;;"raster";"vertical";224;256;60;2;"joy8way";1;"good";"good";"good"
"karatedo";"Karate Dou (Japan)";1984;"kchamp";"kchamp";"raster";"vertical";224;256;60;2;"doublejoy4way";;"good";"good";"good"
"intrepid";"Intrepid (set 1)";1983;;;"raster";"vertical";224;256;60.606061;2;"joy8way";1;"good";"good";"good"
"hunchbkd";"Hunchback (DK conversion)";1983;"hunchbak";"hunchbak";"raster";"vertical";224;256;60.606061;2;"joy8way";1;"good";"good";"good"
"extrmatn";"Extermination (World)";1987;;;"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"exctscc2";"Exciting Soccer II";1984;;;"raster";"vertical";224;256;60.54;2;"joy8way";2;"good";"good";"good"
"gardiab";"Gardia (317-0007?, bootleg)";1986;"gardia";"gardia";"raster";"vertical";224;256;60.096154;2;"joy8way";2;"imperfect";"good";"good"
"exedexes";"Exed Exes";1985;;;"raster";"vertical";224;256;60;2;"joy8way";2;"good";"good";"good"
"nibblerb";"Nibbler (set 3)";1982;"nibbler";"nibbler";"raster";"vertical";224;256;61;2;"joy8way";;"good";"good";"good"
"exctsccr";"Exciting Soccer";1983;;;"raster";"vertical";224;256;60.54;2;"joy8way";2;"good";"good";"good"
